"r","rr","value"
"SD","IA",251158757.168331
"SD","ID",5691097.33623459
"SD","IL",2188883.59085946
"SD","IN",750474.374008957
"SD","KS",4878083.43105822
"SD","KY",187618.593502239
"SD","MA",250158.124669652
"SD","MI",500316.249339305
"SD","MN",149969795.739457
"SD","MO",2814278.90253359
"SD","MT",4940622.96222563
"SD","NC",875553.436343783
"SD","ND",103440384.550901
"SD","NE",115197816.410375
"SD","NH",312697.655837065
"SD","NJ",562855.780506718
"SD","NM",2063804.52852463
"SD","NV",562855.780506718
"SD","NY",500316.249339305
"SD","OH",875553.436343783
"SD","OK",375237.187004479
"SD","OR",813013.90517637
"SD","SD",26844968674.5497
"SD","TN",562855.780506718
"SD","TX",4878083.43105822
"SD","UT",1188251.09218085
"SD","VA",125079.062334826
"SD","WA",6253953.11674131
"SD","WI",4815543.89989081
"SD","WY",65979205.3816208
"TN","AK",5187178.61478635
"TN","AL",537951220.387393
"TN","AR",188428634.400048
"TN","AZ",9966376.88908389
"TN","CA",76583738.2003288
"TN","CO",23429728.1252148
"TN","CT",8334455.52712863
"TN","DC",9849811.07751566
"TN","DE",11248600.8163344
"TN","FL",94243458.6529161
"TN","GA",687796571.158357
"TN","HI",5595158.95527517
"TN","IA",8917284.58496979
"TN","ID",3846671.78175168
"TN","IL",68948677.5426096
"TN","IN",44236725.4901443
"TN","KS",9266982.01967449
"TN","KY",1725407142.83298
"TN","LA",29607716.1383311
"TN","MA",18009417.8872919
"TN","MD",20049319.589736
"TN","ME",1923335.89087584
"TN","MI",28558623.834217
"TN","MN",33570953.731651
"TN","MO",52920878.4519776
"TN","MS",1241251044.48432
"TN","MT",2156467.5140123
"TN","NC",269966419.592027
"TN","ND",6760817.07095749
"TN","NE",14745575.1633814
"TN","NH",1865052.98509172
"TN","NJ",23371445.2194306
"TN","NM",3613540.15861521
"TN","NV",6585968.35360514
"TN","NY",39632375.9331991
"TN","OH",76583738.2003288
"TN","OK",7809909.37507159
"TN","OR",10024659.794868
"TN","PA",37009645.1729139
"TN","RI",5012329.897434
"TN","SC",51755220.3362953
"TN","SD",4079803.40488814
"TN","TN",174524023284.226
"TN","TX",142676553.359517
"TN","UT",1398789.73881879
"TN","VA",572979246.763647
"TN","VT",349697.434704698
"TN","WA",17951134.9815078
"TN","WI",25644478.5450112
"TN","WV",12589107.6493691
"TN","WY",4779198.27429754
"TX","AK",42050880.9246247
"TX","AL",82144220.8406894
"TX","AR",520705908.276991
"TX","AZ",117379958.994771
"TX","CA",586754791.936186
"TX","CO",193071544.659096
"TX","CT",18560388.8219033
"TX","DC",39223321.6900379
"TX","DE",8120170.10958271
"TX","FL",363522615.441497
"TX","GA",163925934.087201
"TX","HI",22910479.9520369
"TX","IA",73081530.9862444
"TX","ID",19937917.679779
"TX","IL",240197531.90221
"TX","IN",108679776.734504
"TX","KS",134417815.921128
"TX","KY",66121385.1780306
"TX","LA",1435892580.53826
"TX","MA",52563601.1557809
"TX","MD",75039071.9948045
"TX","ME",14645306.8047831
"TX","MI",115712424.061554
"TX","MN",120280019.748194
"TX","MO",321979245.148722
"TX","MS",112522357.232789
"TX","MT",5945124.54451591
"TX","NC",101864633.963962
"TX","ND",61843795.5667326
"TX","NE",54883649.7585189
"TX","NH",8192671.62841827
"TX","NJ",77431622.116378
"TX","NM",1058667178.03685
"TX","NV",41615871.8116114
"TX","NY",140000432.871466
"TX","OH",139057913.126604
"TX","OK",1015746278.88619
"TX","OR",30595640.9486063
"TX","PA",142682989.068382
"TX","RI",6742641.25170707
"TX","SC",63583832.018786
"TX","SD",10875227.825334
"TX","TN",146308065.01016
"TX","TX",955243398910.325
"TX","UT",59886254.5581725
"TX","VA",96499521.5701302
"TX","VT",1015021.26369784
"TX","WA",90699400.0632854
"TX","WI",61916297.0855682
"TX","WV",18922896.4160811
"TX","WY",22692975.3955302
"UT","AK",17428718.862144
"UT","AL",4813646.16192548
"UT","AZ",108722008.140041
"UT","CA",194371712.262577
"UT","CO",103576386.380741
"UT","CT",4398676.66520776
"UT","DC",2904786.477024
"UT","FL",11951121.5054702
"UT","GA",13362017.7943104
"UT","HI",9876274.02188158
"UT","IA",12615072.7002185
"UT","ID",110049910.529538
"UT","IL",18507639.55361
"UT","IN",4232688.86652068
"UT","KS",2406823.08096274
"UT","KY",5726579.05470445
"UT","LA",10623219.1159735
"UT","MA",7884420.43763656
"UT","MD",1493890.18818377
"UT","MI",5809572.95404799
"UT","MN",15353871.3785554
"UT","MO",6722505.84682696
"UT","MS",414969.496717714
"UT","MT",16017822.5733037
"UT","NC",6141548.55142216
"UT","ND",27470980.6827126
"UT","NE",6058554.65207862
"UT","NH",1327902.38949668
"UT","NJ",3983707.16849005
"UT","NM",16349798.1706779
"UT","NV",230308070.678331
"UT","NY",12200103.2035008
"UT","OH",7303463.14223176
"UT","OK",9461304.52516387
"UT","OR",12864054.3982491
"UT","PA",5560591.25601736
"UT","SC",4813646.16192548
"UT","SD",2406823.08096274
"UT","TN",14108962.8884023
"UT","TX",51954180.9890577
"UT","UT",124601977846.535
"UT","VA",7469450.94091884
"UT","VT",663951.194748342
"UT","WA",28134931.877461
"UT","WI",9461304.52516387
"UT","WV",1908859.68490148
"UT","WY",99924654.8096254
"VA","AK",13429247.5357603
"VA","AL",23902371.4001268
"VA","AR",13682629.5647369
"VA","AZ",29730158.0665889
"VA","CA",126099789.754026
"VA","CO",30068000.771891
"VA","CT",45946607.9210919
"VA","DC",17885392818.6956
"VA","DE",27111877.1004972
"VA","FL",103042025.117155
"VA","GA",95778406.9531585
"VA","HI",22213157.8736161
"VA","IA",2871662.99506824
"VA","ID",1351370.82120859
"VA","IL",40963428.0178852
"VA","IN",32010596.3273784
"VA","KS",13091404.8304582
"VA","KY",94089193.4266477
"VA","LA",26942955.7478462
"VA","MA",57010956.5197372
"VA","MD",5793326710.5212
"VA","ME",2702741.64241717
"VA","MI",25760506.2792887
"VA","MN",20101640.9654777
"VA","MO",30236922.1245421
"VA","MS",4983179.90320666
"VA","MT",929067.439580902
"VA","NC",1474852329.99652
"VA","ND",1013528.11590644
"VA","NE",9712977.77743671
"VA","NH",10979887.9223198
"VA","NJ",90372923.6683241
"VA","NM",9881899.13008778
"VA","NV",10979887.9223198
"VA","NY",212756443.664027
"VA","OH",58362327.3409458
"VA","OK",7432539.51664722
"VA","OR",7179157.48767061
"VA","PA",184377656.418646
"VA","RI",13344786.8594348
"VA","SC",73058485.0215891
"VA","SD",2956123.67139378
"VA","TN",1016653160.93048
"VA","TX",122552441.348354
"VA","UT",4391955.1689279
"VA","VA",327955400688.774
"VA","WA",32517360.3853316
"VA","WI",23057764.6368715
"VA","WV",693759995.337957
"VA","WY",1013528.11590644
"VT","AK",835592.922966406
"VT","AZ",449934.650828065
"VT","CA",5527768.56731623
"VT","CO",1092698.4377253
"VT","CT",20375612.0446424
"VT","DC",5527768.56731623
"VT","FL",8098823.71490517
"VT","GA",578487.408207512
"VT","IA",578487.408207512
"VT","IL",1092698.4377253
"VT","KS",899869.30165613
"VT","KY",1092698.4377253
"VT","LA",578487.408207512
"VT","MA",191800714.010135
"VT","MD",1285527.57379447
"VT","ME",8420205.60835379
"VT","MI",3985135.47876286
"VT","MO",2571055.14758894
"VT","MT",1864014.98200198
"VT","NC",3020989.79841701
"VT","NH",882964614.060733
"VT","NJ",13305210.3887728
"VT","NV",385658.272138341
"VT","NY",153170610.417611
"VT","OH",899869.30165613
"VT","PA",6749019.76242098
"VT","RI",9191522.15263047
"VT","SC",2892437.04103756
"VT","TN",5720597.7033854
"VT","TX",8227376.47228462
"VT","UT",64276.3786897236
"VT","VA",6877572.51980042
"VT","VT",19342433533.5838
"VT","WA",771316.544276683
"VT","WI",578487.408207512
"VT","WV",192829.136069171
"WA","AK",157407969.188318
"WA","AL",2065929.93381942
"WA","AR",3098894.90072912
"WA","AZ",49741236.0988829
"WA","CA",364795551.006344
"WA","CO",32578125.87946
"WA","CT",4767530.61650634
"WA","DC",13984756.4750853
"WA","DE",1271341.49773503
"WA","FL",41398057.5199968
"WA","GA",26698171.4524355
"WA","HI",21692264.3051039
"WA","IA",13825838.7878684
"WA","ID",967888173.994396
"WA","IL",52363377.9379613
"WA","IN",1112423.81051815
"WA","KS",17719322.1246819
"WA","KY",7548590.14280171
"WA","LA",8978849.32775361
"WA","MA",19705793.2148929
"WA","MD",26777630.296044
"WA","ME",1032964.96690971
"WA","MI",17560404.437465
"WA","MN",24870618.0494414
"WA","MO",7786966.67362703
"WA","MS",1191882.65412659
"WA","MT",23440358.8644895
"WA","NC",13666921.1006515
"WA","ND",19149581.3096338
"WA","NE",13428544.5698262
"WA","NJ",6992378.23754264
"WA","NM",6277248.64506669
"WA","NV",29399772.1351225
"WA","NY",24791159.205833
"WA","OH",19149581.3096338
"WA","OK",5244283.67815698
"WA","OR",5963227295.12614
"WA","PA",27810595.2629537
"WA","SC",14064215.3186937
"WA","SD",1748094.55938566
"WA","TN",14223133.0059106
"WA","TX",65235710.6025285
"WA","UT",31624619.7561588
"WA","VA",28128430.6373874
"WA","WA",279949795095.471
"WA","WI",8104802.04806079
"WA","WV",476753.061650634
"WA","WY",8978849.32775361
"WI","AK",5822466.83528734
"WI","AL",2441679.64060437
"WI","AR",5759859.66501544
"WI","AZ",13710970.2895476
"WI","CA",37939945.1847756
"WI","CO",26858476.0466481
"WI","CT",7012003.07045358
"WI","DC",3756430.21631442
"WI","DE",751286.043262883
"WI","FL",23289867.3411494
"WI","GA",25105475.2790347
"WI","HI",438250.191903348
"WI","IA",288681662.123763
"WI","ID",2692108.321692
"WI","IL",2532898287.69054
"WI","IN",37000837.630697
"WI","KS",8326753.64616362
"WI","KY",9140646.85969841
"WI","LA",1940822.27842911
"WI","MA",7638074.77317264
"WI","MD",2504286.81087628
"WI","ME",1439964.91625386
"WI","MI",334697932.273614
"WI","MN",3196283863.89166
"WI","MO",26232404.343929
"WI","MS",3067751.34332344
"WI","MT",876500.383806697
"WI","NC",15401363.8868891
"WI","ND",12646648.3949252
"WI","NE",8577182.32725125
"WI","NH",1126929.06489432
"WI","NJ",8389360.81643553
"WI","NM",4507716.2595773
"WI","NV",3631215.8757706
"WI","NY",17655222.0166778
"WI","OH",24041153.3844123
"WI","OK",4319894.74876158
"WI","OR",3944251.72713014
"WI","PA",19658651.4653788
"WI","RI",438250.191903348
"WI","SC",3443394.36495488
"WI","SD",8577182.32725125
"WI","TN",9140646.85969841
"WI","TX",36061730.0766184
"WI","UT",3756430.21631442
"WI","VA",13585755.9490038
"WI","VT",375643.021631442
"WI","WA",10956254.7975837
"WI","WI",177090704438.286
"WI","WV",1001714.72435051
"WI","WY",5947681.17583116
"WV","AL",6060230.11741196
"WV","AR",305557.821045981
"WV","AZ",1222231.28418392
"WV","CA",5449114.47532
"WV","CO",611115.642091962
"WV","CT",4583367.31568972
"WV","DC",66407899.7739932
"WV","DE",2648167.7823985
"WV","FL",13291765.2155002
"WV","GA",9523218.75593308
"WV","IA",763894.552614953
"WV","IL",14564922.8031918
"WV","IN",9268587.23839476
"WV","KY",204061698.155208
"WV","LA",152778.910522991
"WV","MA",3819472.76307476
"WV","MD",1190962533.83022
"WV","ME",305557.821045981
"WV","MI",7129682.49107289
"WV","MN",3462988.63852112
"WV","MO",4430588.40516673
"WV","MS",560189.338584299
"WV","MT",1578715.40873757
"WV","NC",27958540.6257073
"WV","ND",7435240.31211887
"WV","NE",814820.856122616
"WV","NJ",5500040.77882766
"WV","NV",2037052.14030654
"WV","NY",10185260.7015327
"WV","OH",799848522.891363
"WV","OK",1884273.22978355
"WV","PA",633523215.635334
"WV","RI",1425936.49821458
"WV","SC",6416714.2419656
"WV","TN",13597323.0365462
"WV","TX",11152860.4681783
"WV","UT",1578715.40873757
"WV","VA",1672419807.19167
"WV","WA",763894.552614953
"WV","WI",2189831.05082953
"WV","WV",32427833021.5398
"WV","WY",407410.428061308
"WY","AK",8944738.26013522
"WY","AL",1042638.20210165
"WY","AZ",1920649.31966094
"WY","CA",9383743.81891487
"WY","CO",108214870.239182
"WY","CT",1701146.54027112
"WY","FL",3018163.21661004
"WY","GA",2798660.43722022
"WY","ID",16956589.7078637
"WY","IL",2853536.13206768
"WY","IN",2304779.18359313
"WY","KS",1646270.84542366
"WY","KY",1207265.28664402
"WY","LA",2140152.09905076
"WY","ME",384129.863932187
"WY","MI",5048563.92596589
"WY","MN",4060801.4187117
"WY","MO",1756022.23511857
"WY","MT",62722919.2106415
"WY","NC",4005925.72386424
"WY","ND",33803428.0260325
"WY","NE",45985832.2821676
"WY","NM",6475331.99199973
"WY","NV",2140152.09905076
"WY","NY",2359654.87844058
"WY","OH",1920649.31966094
"WY","OK",3951050.02901679
"WY","OR",878011.117559286
"WY","PA",15035940.3882028
"WY","SD",18932114.7223721
"WY","TX",20797888.3471856
"WY","UT",29797502.3021683
"WY","VA",493881.253627098
"WY","WA",3951050.02901679
"WY","WY",15187122927.5075
